vectorno,label,model,alpha,type,preprocessor,tokenizer,max_features,stop_words,lowercase,strip_accents,score_type,score
77,obscene,multi,{'alpha': 0.1},tfidf,1,0,4000,english,False,,recall,0.5568535825545171
77,obscene,bern,{'alpha': 2.0},tfidf,1,0,4000,english,False,,recall,0.8917445482866043
77,obscene,multi,{'alpha': 1.0},tfidf,1,0,4000,english,False,,roc_auc,0.7650576806707043
77,obscene,bern,{'alpha': 10.0},tfidf,1,0,4000,english,False,,roc_auc,0.8885688918311794
77,threat,multi,{'alpha': 0.0001},tfidf,1,0,4000,english,False,,precision,0.38235294117647056
77,threat,bern,{'alpha': 0.5},tfidf,1,0,4000,english,False,,precision,0.07956104252400549
77,threat,multi,{'alpha': 0.01},tfidf,1,0,4000,english,False,,recall,0.10526315789473684
77,threat,bern,{'alpha': 0.1},tfidf,1,0,4000,english,False,,recall,0.8289473684210527
77,threat,multi,{'alpha': 0.1},tfidf,1,0,4000,english,False,,roc_auc,0.5328001811488019
77,threat,bern,{'alpha': 0.5},tfidf,1,0,4000,english,False,,roc_auc,0.8674796428780762
77,insult,multi,{'alpha': 20.0},tfidf,1,0,4000,english,False,,precision,0.9742489270386266
77,insult,bern,{'alpha': 10.0},tfidf,1,0,4000,english,False,,precision,0.42147117296222664
77,insult,multi,{'alpha': 0.1},tfidf,1,0,4000,english,False,,recall,0.4824854045037531
77,insult,bern,{'alpha': 2.0},tfidf,1,0,4000,english,False,,recall,0.8828190158465388
77,insult,multi,{'alpha': 0.5},tfidf,1,0,4000,english,False,,roc_auc,0.7324373575178565
77,insult,bern,{'alpha': 10.0},tfidf,1,0,4000,english,False,,roc_auc,0.8689529288521115
77,identity_hate,multi,{'alpha': 2.0},tfidf,1,0,4000,english,False,,precision,0.875
77,identity_hate,bern,{'alpha': 2.0},tfidf,1,0,4000,english,False,,precision,0.1822950819672131
77,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,4000,english,False,,recall,0.26635514018691586
77,identity_hate,bern,{'alpha': 0.5},tfidf,1,0,4000,english,False,,recall,0.883177570093458
77,identity_hate,multi,{'alpha': 0.1},tfidf,1,0,4000,english,False,,roc_auc,0.6300062911032738
77,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,4000,english,False,,roc_auc,0.8866006166663869
78,toxic,multi,{'alpha': 50.0},tfidf,1,0,5000,,False,,precision,1.0
78,toxic,bern,{'alpha': 20.0},tfidf,1,0,5000,,False,,precision,0.605439773931473
78,toxic,multi,{'alpha': 0.1},tfidf,1,0,5000,,False,,recall,0.5302866997197672
78,toxic,bern,{'alpha': 2.0},tfidf,1,0,5000,,False,,recall,0.8827333477042466
78,toxic,multi,{'alpha': 0.5},tfidf,1,0,5000,,False,,roc_auc,0.7599548355442616
78,toxic,bern,{'alpha': 15.0},tfidf,1,0,5000,,False,,roc_auc,0.8532866057607198
78,severe_toxic,multi,{'alpha': 2.0},tfidf,1,0,5000,,False,,precision,0.6585365853658537
78,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,5000,,False,,precision,0.13283803863298663
78,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,5000,,False,,recall,0.4117647058823529
78,severe_toxic,bern,{'alpha': 0.5},tfidf,1,0,5000,,False,,recall,0.9474789915966386
78,severe_toxic,multi,{'alpha': 0.1},tfidf,1,0,5000,,False,,roc_auc,0.6997554390194947
78,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,5000,,False,,roc_auc,0.9386706139074412
78,obscene,multi,{'alpha': 50.0},tfidf,1,0,5000,,False,,precision,1.0
78,obscene,bern,{'alpha': 10.0},tfidf,1,0,5000,,False,,precision,0.42560758743331356
78,obscene,multi,{'alpha': 0.1},tfidf,1,0,5000,,False,,recall,0.5708722741433022
78,obscene,bern,{'alpha': 2.0},tfidf,1,0,5000,,False,,recall,0.8917445482866043
78,obscene,multi,{'alpha': 0.5},tfidf,1,0,5000,,False,,roc_auc,0.7764189496713199
78,obscene,bern,{'alpha': 10.0},tfidf,1,0,5000,,False,,roc_auc,0.887217647880258
78,threat,multi,{'alpha': 0.01},tfidf,1,0,5000,,False,,precision,0.4146341463414634
78,threat,bern,{'alpha': 0.5},tfidf,1,0,5000,,False,,precision,0.06986634264884568
78,threat,multi,{'alpha': 0.01},tfidf,1,0,5000,,False,,recall,0.1118421052631579
78,threat,bern,{'alpha': 0.1},tfidf,1,0,5000,,False,,recall,0.8289473684210527
78,threat,multi,{'alpha': 0.1},tfidf,1,0,5000,,False,,roc_auc,0.5295212136527361
78,threat,bern,{'alpha': 0.5},tfidf,1,0,5000,,False,,roc_auc,0.8622044996344953
78,insult,multi,{'alpha': 15.0},tfidf,1,0,5000,,False,,precision,0.975177304964539
78,insult,bern,{'alpha': 10.0},tfidf,1,0,5000,,False,,precision,0.4066213921901528
78,insult,multi,{'alpha': 0.1},tfidf,1,0,5000,,False,,recall,0.4920767306088407
78,insult,bern,{'alpha': 2.0},tfidf,1,0,5000,,False,,recall,0.8824020016680567
78,insult,multi,{'alpha': 0.5},tfidf,1,0,5000,,False,,roc_auc,0.7359709514609106
78,insult,bern,{'alpha': 10.0},tfidf,1,0,5000,,False,,roc_auc,0.86866928196035
78,identity_hate,multi,{'alpha': 2.0},tfidf,1,0,5000,,False,,precision,0.8461538461538461
78,identity_hate,bern,{'alpha': 2.0},tfidf,1,0,5000,,False,,precision,0.1831357048748353
78,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,5000,,False,,recall,0.25934579439252337
78,identity_hate,bern,{'alpha': 0.5},tfidf,1,0,5000,,False,,recall,0.8808411214953271
78,identity_hate,multi,{'alpha': 0.1},tfidf,1,0,5000,,False,,roc_auc,0.6216913438566931
78,identity_hate,bern,{'alpha': 2.0},tfidf,1,0,5000,,False,,roc_auc,0.8116626882269459
79,toxic,multi,{'alpha': 50.0},tfidf,1,0,5000,english,False,,precision,0.9974293059125964
79,toxic,bern,{'alpha': 15.0},tfidf,1,0,5000,english,False,,precision,0.5420155502392344
79,toxic,multi,{'alpha': 0.1},tfidf,1,0,5000,english,False,,recall,0.5313645182151325
79,toxic,bern,{'alpha': 2.0},tfidf,1,0,5000,english,False,,recall,0.8807932744125889
79,toxic,multi,{'alpha': 0.5},tfidf,1,0,5000,english,False,,roc_auc,0.7600809836169988
79,toxic,bern,{'alpha': 10.0},tfidf,1,0,5000,english,False,,roc_auc,0.8451705654770335
79,severe_toxic,multi,{'alpha': 2.0},tfidf,1,0,5000,english,False,,precision,0.6363636363636364
79,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,5000,english,False,,precision,0.19793135872120357
79,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,5000,english,False,,recall,0.3865546218487395
79,severe_toxic,bern,{'alpha': 0.5},tfidf,1,0,5000,english,False,,recall,0.9474789915966386
79,severe_toxic,multi,{'alpha': 0.1},tfidf,1,0,5000,english,False,,roc_auc,0.6883806466500959
79,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,5000,english,False,,roc_auc,0.9241804735942232
79,obscene,multi,{'alpha': 50.0},tfidf,1,0,5000,english,False,,precision,1.0
79,obscene,bern,{'alpha': 10.0},tfidf,1,0,5000,english,False,,precision,0.5480899485234354
79,obscene,multi,{'alpha': 0.1},tfidf,1,0,5000,english,False,,recall,0.5599688473520249
79,obscene,bern,{'alpha': 2.0},tfidf,1,0,5000,english,False,,recall,0.8940809968847352
79,obscene,multi,{'alpha': 0.5},tfidf,1,0,5000,english,False,,roc_auc,0.7728810725682574
79,obscene,bern,{'alpha': 10.0},tfidf,1,0,5000,english,False,,roc_auc,0.8754247543733525
79,threat,multi,{'alpha': 0.1},tfidf,1,0,5000,english,False,,precision,0.5789473684210527
79,threat,bern,{'alpha': 0.5},tfidf,1,0,5000,english,False,,precision,0.0896551724137931
79,threat,multi,{'alpha': 0.01},tfidf,1,0,5000,english,False,,recall,0.10526315789473684
79,threat,bern,{'alpha': 0.1},tfidf,1,0,5000,english,False,,recall,0.8223684210526315
79,threat,multi,{'alpha': 0.1},tfidf,1,0,5000,english,False,,roc_auc,0.5361001610211572
79,threat,bern,{'alpha': 0.5},tfidf,1,0,5000,english,False,,roc_auc,0.8310107284769676
79,insult,multi,{'alpha': 20.0},tfidf,1,0,5000,english,False,,precision,0.9743589743589743
79,insult,bern,{'alpha': 10.0},tfidf,1,0,5000,english,False,,precision,0.509929906542056
79,insult,multi,{'alpha': 0.1},tfidf,1,0,5000,english,False,,recall,0.4866555462885738
79,insult,bern,{'alpha': 2.0},tfidf,1,0,5000,english,False,,recall,0.8853211009174312
79,insult,multi,{'alpha': 0.5},tfidf,1,0,5000,english,False,,roc_auc,0.7344452423919628
79,insult,bern,{'alpha': 10.0},tfidf,1,0,5000,english,False,,roc_auc,0.8455507865699454
79,identity_hate,multi,{'alpha': 2.0},tfidf,1,0,5000,english,False,,precision,0.7777777777777778
79,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,5000,english,False,,precision,0.1251356238698011
79,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,5000,english,False,,recall,0.2523364485981308
79,identity_hate,bern,{'alpha': 0.5},tfidf,1,0,5000,english,False,,recall,0.8738317757009346
79,identity_hate,multi,{'alpha': 0.1},tfidf,1,0,5000,english,False,,roc_auc,0.6241440346613125
79,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,5000,english,False,,roc_auc,0.8786428895224984
80,toxic,multi,{'alpha': 50.0},tfidf,1,0,6000,,False,,precision,1.0
80,toxic,bern,{'alpha': 15.0},tfidf,1,0,6000,,False,,precision,0.5182151934481785
80,toxic,multi,{'alpha': 0.1},tfidf,1,0,6000,,False,,recall,0.5367536106919595
80,toxic,bern,{'alpha': 2.0},tfidf,1,0,6000,,False,,recall,0.8846734209959043
80,toxic,multi,{'alpha': 0.5},tfidf,1,0,6000,,False,,roc_auc,0.7625681828220217
80,toxic,bern,{'alpha': 15.0},tfidf,1,0,6000,,False,,roc_auc,0.85598069440637
80,severe_toxic,multi,{'alpha': 1.0},tfidf,1,0,6000,,False,,precision,0.6176470588235294
80,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,6000,,False,,precision,0.17830423940149626
80,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,6000,,False,,recall,0.40336134453781514
80,severe_toxic,bern,{'alpha': 0.5},tfidf,1,0,6000,,False,,recall,0.9474789915966386
80,severe_toxic,multi,{'alpha': 0.1},tfidf,1,0,6000,,False,,roc_auc,0.6966993823572969
80,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,6000,,False,,roc_auc,0.9297171414739759
80,obscene,multi,{'alpha': 50.0},tfidf,1,0,6000,,False,,precision,1.0
80,obscene,bern,{'alpha': 10.0},tfidf,1,0,6000,,False,,precision,0.5408271474019088
80,obscene,multi,{'alpha': 0.1},tfidf,1,0,6000,,False,,recall,0.5700934579439252
80,obscene,bern,{'alpha': 2.0},tfidf,1,0,6000,,False,,recall,0.8933021806853583
80,obscene,multi,{'alpha': 0.5},tfidf,1,0,6000,,False,,roc_auc,0.7755847931288327
80,obscene,bern,{'alpha': 10.0},tfidf,1,0,6000,,False,,roc_auc,0.8780263668288949
80,threat,multi,{'alpha': 0.01},tfidf,1,0,6000,,False,,precision,0.42857142857142855
80,threat,bern,{'alpha': 0.5},tfidf,1,0,6000,,False,,precision,0.08259823576583801
80,threat,multi,{'alpha': 0.01},tfidf,1,0,6000,,False,,recall,0.11842105263157894
80,threat,bern,{'alpha': 0.1},tfidf,1,0,6000,,False,,recall,0.8355263157894737
80,threat,multi,{'alpha': 0.1},tfidf,1,0,6000,,False,,roc_auc,0.52295277247246
80,threat,bern,{'alpha': 0.5},tfidf,1,0,6000,,False,,roc_auc,0.8267967102360134
80,insult,multi,{'alpha': 15.0},tfidf,1,0,6000,,False,,precision,0.9724770642201835
80,insult,bern,{'alpha': 10.0},tfidf,1,0,6000,,False,,precision,0.5132229003196745
80,insult,multi,{'alpha': 0.1},tfidf,1,0,6000,,False,,recall,0.4920767306088407
80,insult,bern,{'alpha': 2.0},tfidf,1,0,6000,,False,,recall,0.8828190158465388
80,insult,multi,{'alpha': 0.5},tfidf,1,0,6000,,False,,roc_auc,0.7322398770026589
80,insult,bern,{'alpha': 10.0},tfidf,1,0,6000,,False,,roc_auc,0.8497540080768965
80,identity_hate,multi,{'alpha': 1.0},tfidf,1,0,6000,,False,,precision,0.78125
80,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,6000,,False,,precision,0.10553217077570655
80,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,6000,,False,,recall,0.25
80,identity_hate,bern,{'alpha': 0.5},tfidf,1,0,6000,,False,,recall,0.8785046728971962
80,identity_hate,multi,{'alpha': 0.1},tfidf,1,0,6000,,False,,roc_auc,0.6217441812232789
80,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,6000,,False,,roc_auc,0.8786084958535012
81,toxic,multi,{'alpha': 50.0},tfidf,1,0,6000,english,False,,precision,1.0
81,toxic,bern,{'alpha': 15.0},tfidf,1,0,6000,english,False,,precision,0.6380753138075314
81,toxic,multi,{'alpha': 0.1},tfidf,1,0,6000,english,False,,recall,0.5358913558956672
81,toxic,bern,{'alpha': 2.0},tfidf,1,0,6000,english,False,,recall,0.8814399655098082
81,toxic,multi,{'alpha': 0.5},tfidf,1,0,6000,english,False,,roc_auc,0.761397565514481
81,toxic,bern,{'alpha': 10.0},tfidf,1,0,6000,english,False,,roc_auc,0.8571599859723562
81,severe_toxic,multi,{'alpha': 1.0},tfidf,1,0,6000,english,False,,precision,0.6111111111111112
81,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,6000,english,False,,precision,0.2368587713742875
81,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,6000,english,False,,recall,0.3865546218487395
81,severe_toxic,bern,{'alpha': 0.5},tfidf,1,0,6000,english,False,,recall,0.9474789915966386
81,severe_toxic,multi,{'alpha': 0.1},tfidf,1,0,6000,english,False,,roc_auc,0.6873513828913629
81,severe_toxic,bern,{'alpha': 1.0},tfidf,1,0,6000,english,False,,roc_auc,0.9277666183150858
81,obscene,multi,{'alpha': 50.0},tfidf,1,0,6000,english,False,,precision,1.0
81,obscene,bern,{'alpha': 10.0},tfidf,1,0,6000,english,False,,precision,0.6206662134602311
81,obscene,multi,{'alpha': 0.1},tfidf,1,0,6000,english,False,,recall,0.557632398753894
81,obscene,bern,{'alpha': 2.0},tfidf,1,0,6000,english,False,,recall,0.8944704049844237
81,obscene,multi,{'alpha': 0.5},tfidf,1,0,6000,english,False,,roc_auc,0.7713898485812357
81,obscene,bern,{'alpha': 10.0},tfidf,1,0,6000,english,False,,roc_auc,0.843177630433396
81,threat,multi,{'alpha': 0.01},tfidf,1,0,6000,english,False,,precision,0.46153846153846156
81,threat,bern,{'alpha': 0.5},tfidf,1,0,6000,english,False,,precision,0.10273972602739725
81,threat,multi,{'alpha': 0.01},tfidf,1,0,6000,english,False,,recall,0.11842105263157894
81,threat,bern,{'alpha': 0.1},tfidf,1,0,6000,english,False,,recall,0.8157894736842105
81,threat,multi,{'alpha': 0.1},tfidf,1,0,6000,english,False,,roc_auc,0.5327896749606572
81,threat,bern,{'alpha': 0.5},tfidf,1,0,6000,english,False,,roc_auc,0.7877947676971209
81,insult,multi,{'alpha': 15.0},tfidf,1,0,6000,english,False,,precision,0.9615384615384616
81,insult,bern,{'alpha': 10.0},tfidf,1,0,6000,english,False,,precision,0.5678063772570111
81,insult,multi,{'alpha': 0.1},tfidf,1,0,6000,english,False,,recall,0.48957464553794827
81,insult,bern,{'alpha': 1.0},tfidf,1,0,6000,english,False,,recall,0.8832360300250208
81,insult,multi,{'alpha': 0.5},tfidf,1,0,6000,english,False,,roc_auc,0.7305718202887307
81,insult,bern,{'alpha': 10.0},tfidf,1,0,6000,english,False,,roc_auc,0.7957685820993733
81,identity_hate,multi,{'alpha': 1.0},tfidf,1,0,6000,english,False,,precision,0.7741935483870968
81,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,6000,english,False,,precision,0.14372557533651759
81,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,6000,english,False,,recall,0.25
81,identity_hate,bern,{'alpha': 0.5},tfidf,1,0,6000,english,False,,recall,0.8621495327102804
81,identity_hate,multi,{'alpha': 0.1},tfidf,1,0,6000,english,False,,roc_auc,0.6206499292374333
81,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,6000,english,False,,roc_auc,0.8658431856092741
82,toxic,multi,{'alpha': 20.0},tfidf,1,0,10000,,False,,precision,0.996309963099631
82,toxic,bern,{'alpha': 10.0},tfidf,1,0,10000,,False,,precision,0.593523359757126
82,toxic,multi,{'alpha': 0.1},tfidf,1,0,10000,,False,,recall,0.5427893942660056
82,toxic,bern,{'alpha': 1.0},tfidf,1,0,10000,,False,,recall,0.8851045483940504
82,toxic,multi,{'alpha': 0.5},tfidf,1,0,10000,,False,,roc_auc,0.7614903643266563
82,toxic,bern,{'alpha': 10.0},tfidf,1,0,10000,,False,,roc_auc,0.8513286863512972
82,severe_toxic,multi,{'alpha': 1.0},tfidf,1,0,10000,,False,,precision,0.6136363636363636
82,severe_toxic,bern,{'alpha': 1.0},tfidf,1,0,10000,,False,,precision,0.12175812175812176
82,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,10000,,False,,recall,0.4012605042016807
82,severe_toxic,bern,{'alpha': 0.5},tfidf,1,0,10000,,False,,recall,0.9453781512605042
82,severe_toxic,multi,{'alpha': 0.1},tfidf,1,0,10000,,False,,roc_auc,0.6779822270160948
82,severe_toxic,bern,{'alpha': 1.0},tfidf,1,0,10000,,False,,roc_auc,0.9344573105439099
82,obscene,multi,{'alpha': 20.0},tfidf,1,0,10000,,False,,precision,0.9945652173913043
82,obscene,bern,{'alpha': 10.0},tfidf,1,0,10000,,False,,precision,0.7362258953168044
82,obscene,multi,{'alpha': 0.1},tfidf,1,0,10000,,False,,recall,0.5619158878504673
82,obscene,bern,{'alpha': 1.0},tfidf,1,0,10000,,False,,recall,0.8936915887850467
82,obscene,multi,{'alpha': 0.5},tfidf,1,0,10000,,False,,roc_auc,0.7651417040343282
82,obscene,bern,{'alpha': 2.0},tfidf,1,0,10000,,False,,roc_auc,0.8211170560316664
82,threat,multi,{'alpha': 0.01},tfidf,1,0,10000,,False,,precision,0.4222222222222222
82,threat,bern,{'alpha': 0.5},tfidf,1,0,10000,,False,,precision,0.12663755458515283
82,threat,multi,{'alpha': 0.01},tfidf,1,0,10000,,False,,recall,0.125
82,threat,bern,{'alpha': 0.1},tfidf,1,0,10000,,False,,recall,0.8355263157894737
82,threat,multi,{'alpha': 0.01},tfidf,1,0,10000,,False,,roc_auc,0.5622268391082348
82,threat,bern,{'alpha': 0.5},tfidf,1,0,10000,,False,,roc_auc,0.6865869984262836
82,insult,multi,{'alpha': 20.0},tfidf,1,0,10000,,False,,precision,0.975609756097561
82,insult,bern,{'alpha': 10.0},tfidf,1,0,10000,,False,,precision,0.6678170836928387
82,insult,multi,{'alpha': 0.1},tfidf,1,0,10000,,False,,recall,0.49124270225187655
82,insult,bern,{'alpha': 1.0},tfidf,1,0,10000,,False,,recall,0.8807339449541285
82,insult,multi,{'alpha': 0.1},tfidf,1,0,10000,,False,,roc_auc,0.7420597677099057
82,insult,bern,{'alpha': 2.0},tfidf,1,0,10000,,False,,roc_auc,0.8166939158233729
82,identity_hate,multi,{'alpha': 0.5},tfidf,1,0,10000,,False,,precision,0.7391304347826086
82,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,10000,,False,,precision,0.18482490272373542
82,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,10000,,False,,recall,0.2546728971962617
82,identity_hate,bern,{'alpha': 0.1},tfidf,1,0,10000,,False,,recall,0.8551401869158879
82,identity_hate,multi,{'alpha': 0.1},tfidf,1,0,10000,,False,,roc_auc,0.6195028398850022
82,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,10000,,False,,roc_auc,0.8196606112740126
83,toxic,multi,{'alpha': 15.0},tfidf,1,0,10000,english,False,,precision,0.9945280437756497
83,toxic,bern,{'alpha': 10.0},tfidf,1,0,10000,english,False,,precision,0.7005500550055006
83,toxic,multi,{'alpha': 0.1},tfidf,1,0,10000,english,False,,recall,0.5436516490622979
83,toxic,bern,{'alpha': 1.0},tfidf,1,0,10000,english,False,,recall,0.8825177840051736
83,toxic,multi,{'alpha': 0.5},tfidf,1,0,10000,english,False,,roc_auc,0.7610626201143496
83,toxic,bern,{'alpha': 10.0},tfidf,1,0,10000,english,False,,roc_auc,0.8273900110030304
83,severe_toxic,multi,{'alpha': 1.0},tfidf,1,0,10000,english,False,,precision,0.5945945945945946
83,severe_toxic,bern,{'alpha': 1.0},tfidf,1,0,10000,english,False,,precision,0.18723037100949094
83,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,10000,english,False,,recall,0.38235294117647056
83,severe_toxic,bern,{'alpha': 0.1},tfidf,1,0,10000,english,False,,recall,0.9390756302521008
83,severe_toxic,multi,{'alpha': 0.1},tfidf,1,0,10000,english,False,,roc_auc,0.6623951757697599
83,severe_toxic,bern,{'alpha': 1.0},tfidf,1,0,10000,english,False,,roc_auc,0.9359530153483527
83,obscene,multi,{'alpha': 15.0},tfidf,1,0,10000,english,False,,precision,0.9927536231884058
83,obscene,bern,{'alpha': 10.0},tfidf,1,0,10000,english,False,,precision,0.6724273369992144
83,obscene,multi,{'alpha': 0.1},tfidf,1,0,10000,english,False,,recall,0.5494548286604362
83,obscene,bern,{'alpha': 1.0},tfidf,1,0,10000,english,False,,recall,0.8979750778816199
83,obscene,multi,{'alpha': 0.5},tfidf,1,0,10000,english,False,,roc_auc,0.7625773471804871
83,obscene,bern,{'alpha': 2.0},tfidf,1,0,10000,english,False,,roc_auc,0.8446145657162265
83,threat,multi,{'alpha': 0.1},tfidf,1,0,10000,english,False,,precision,0.5454545454545454
83,threat,bern,{'alpha': 0.5},tfidf,1,0,10000,english,False,,precision,0.11859838274932614
83,threat,multi,{'alpha': 0.01},tfidf,1,0,10000,english,False,,recall,0.13157894736842105
83,threat,bern,{'alpha': 0.1},tfidf,1,0,10000,english,False,,recall,0.8223684210526315
83,threat,multi,{'alpha': 0.01},tfidf,1,0,10000,english,False,,roc_auc,0.5655268189805901
83,threat,bern,{'alpha': 0.5},tfidf,1,0,10000,english,False,,roc_auc,0.641301318581908
83,insult,multi,{'alpha': 15.0},tfidf,1,0,10000,english,False,,precision,0.9523809523809523
83,insult,bern,{'alpha': 10.0},tfidf,1,0,10000,english,False,,precision,0.5830903790087464
83,insult,multi,{'alpha': 0.1},tfidf,1,0,10000,english,False,,recall,0.4837364470391993
83,insult,bern,{'alpha': 1.0},tfidf,1,0,10000,english,False,,recall,0.8849040867389492
83,insult,multi,{'alpha': 0.1},tfidf,1,0,10000,english,False,,roc_auc,0.7383507463997409
83,insult,bern,{'alpha': 2.0},tfidf,1,0,10000,english,False,,roc_auc,0.8411548989026857
83,identity_hate,multi,{'alpha': 0.5},tfidf,1,0,10000,english,False,,precision,0.7567567567567568
83,identity_hate,bern,{'alpha': 1.0},tfidf,1,0,10000,english,False,,precision,0.20962199312714777
83,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,10000,english,False,,recall,0.2523364485981308
83,identity_hate,bern,{'alpha': 0.1},tfidf,1,0,10000,english,False,,recall,0.8551401869158879
83,identity_hate,multi,{'alpha': 0.1},tfidf,1,0,10000,english,False,,roc_auc,0.6114098095780812
